# Strain_x(Poisson) Strain_y(Poisson) Strain_z(longitudinal) Stress_xx(GPa) Stress_yy(GPa) Stress_zz(GPa) Stress_VM(GPa)
-0.0775790307803891 -0.0935725418213434 0.02425 0.0125677097030337 0.00186129031815892 0.0565909823796399 0.0502395021190904
-0.0785140332852614 -0.0941999692731007 0.0244999999999999 0.00907058729696532 0.00220371086750103 0.060165509447163 0.0548516871026844
-0.0796372282769326 -0.0948356327524781 0.0247499999999999 0.00338404036580671 0.0079087939046436 0.0644269123096772 0.0589109638258804
-0.0806214673949661 -0.0955782631801911 0.0249999999999999 0.00160083113463541 0.00548662522478354 0.0590509915464515 0.0556091793973633
-0.0815456896706192 -0.0964522146678418 0.02525 0.0091413045796627 0.0144236636679799 0.0599355755806918 0.048369904951397
-0.0826310678589104 -0.0976566684844177 0.0255 0.00414330112547809 0.0120110494983968 0.0588295479552193 0.0512077086703479
-0.083612429238428 -0.0990283556051677 0.0257499999999999 -0.00406827371277925 0.00447045521427931 0.0484339440366803 0.0487964194882105
-0.0842603920001062 -0.100215893301158 0.0259999999999999 0.00240923702655934 -0.00824824806996404 0.0503200390753508 0.0540336524800848
-0.084781473651383 -0.100866866295375 0.0262499999999999 0.0027297123875659 -0.0030955293684274 0.0493073734114069 0.0497467394294358
-0.0852772640675296 -0.10124763230357 0.0265 0.00678717226618204 0.00331018341398551 0.0538938089651879 0.0489378577712321
-0.0859711700317907 -0.10170919290663 0.02675 0.0084034897635331 0.00839043136919112 0.0573253537654128 0.0489283945059733
-0.0868871159620616 -0.102382000194298 0.0269999999999998 0.00205590408172877 0.00450880297980194 0.0542608776927446 0.0510227641400055
-0.0877127958792662 -0.103135393510927 0.0272499999999999 -0.000222552036238961 0.00912337337847792 0.0511033524917981 0.0473498333884789
-0.0883976572291846 -0.104080058416058 0.0274999999999999 0.00253400598885893 0.00886925321983182 0.0525768132512792 0.0471951730587137
-0.0890495704331578 -0.105219757625601 0.0277499999999999 0.0033808688902528 0.0107223511399229 0.0574134369196959 0.0507615664689967
-0.0896615767247014 -0.106443734451128 0.028 8.08015756406449e-05 -0.00440284329022867 0.0592111469723092 0.0614948801736162
-0.0902133241098073 -0.107350247619799 0.02825 0.00782808879239171 0.00356798388151826 0.059602156294664 0.0540302278248373
-0.090926149349636 -0.108214665533987 0.0285 0.0110852656441572 0.0138925517660482 0.0679641829189127 0.0555285214158007
-0.091827337797471 -0.109374616404242 0.0287499999999999 0.00275521021253157 0.0112142203820764 0.0684651245354704 0.0619153200741042
-0.0927040438358496 -0.110688470254085 0.0289999999999999 0.00283215637983535 0.00522257477706874 0.0621875971159531 0.0581970627057853
-0.0934747073266533 -0.111885054276286 0.0292499999999999 0.00255317662096102 0.00396255625448028 0.0629770931027642 0.0597316984245751
-0.0941732524925721 -0.112914680121401 0.0295 0.00213688269781001 0.00236655325591871 0.0604684723620447 0.0582170941611513
-0.0948041511529712 -0.113811290684529 0.02975 -0.000988024987379737 0.0048472485264026 0.0599463683042409 0.0582364306216097
-0.0953187681557247 -0.114625481762051 0.0299999999999999 0.0132647994544284 0.000855747614615515 0.0578999977468547 0.0519631213810181
-0.0961449542835137 -0.115366275208911 0.0302499999999999 0.00812173475419622 0.009386683337418 0.0498034307319383 0.0410638365502517
-0.0970815507559525 -0.116235771959028 0.0304999999999999 -0.000816278657312501 0.00462023424496349 0.0503009774485349 0.0486274605750601
-0.0978548809277019 -0.117136904285844 0.03075 0.00324231380565009 0.0108628317232215 0.0694257581129885 0.0627213557771508
-0.098633262430328 -0.118210683393263 0.031 0.00632349197732199 0.00498843214611208 0.0596775090055498 0.0540339182622305
-0.0994485051306881 -0.11931463502863 0.03125 -0.00149038796744418 0.00298713363335577 0.0540327122431302 0.0534252466175205
-0.100071559335628 -0.120333190074494 0.0314999999999999 -0.000736123821171046 0.00397828290885216 0.0528843051103245 0.0514255531675866
-0.100483353059314 -0.121218007084149 0.0317499999999999 -0.0100352983963756 -0.00420737048958668 0.0483100800933427 0.0556607157271879
-0.100576288880532 -0.121831858639822 0.0319999999999999 0.00678498105297382 0.00747805928383696 0.0642724914085574 0.0571441236028995
