# step time com_z vz_proj speed_proj penetration_depth
10800 3.9 140.373319050122 -5.70040223351057 5.76977889556921 0
10850 3.925 140.234530104375 -5.52465599521569 5.60889021932538 0
10900 3.95 140.095584893853 -5.57103978158742 5.63768538012696 0
10950 3.975 139.958063948972 -5.493834947466 5.55019267221478 0
11000 4 139.81849022913 -5.66615275705485 5.73929051095782 0
11050 4.025 139.67611635258 -5.69934902486583 5.76529048527092 0
11100 4.05 139.535145451923 -5.57873280092756 5.65485788491284 0
11150 4.075 139.397500694081 -5.50758379521199 5.62886807566864 0
11200 4.1 139.25945218491 -5.48838184679733 5.56970707173728 0
11250 4.125 139.125681369376 -5.17829896331887 5.23336605257727 0
11300 4.15 138.997902510458 -5.06411035810857 5.14845994545668 0
11350 4.175 138.873318123013 -4.90854674275694 5.0054873269677 0
11400 4.2 138.751586658227 -4.92495703698926 5.02038750186167 0
11450 4.225 138.629084560488 -4.83605066508721 4.9606422415154 0
11500 4.25 138.508691641235 -4.77643702086615 4.8706348099959 0
11550 4.275 138.389006653348 -4.72360843439691 4.84579152303767 0
11600 4.3 138.274457084117 -4.46880030044594 4.65049623903636 0
11650 4.325 138.169025087329 -4.04753851301306 4.31632082735535 0
11700 4.35 138.068462142814 -4.01584031490971 4.25047931280521 0
11750 4.375 137.973004046414 -3.65192689591854 3.74989915488924 0
11800 4.4 137.882681455314 -3.67897473549144 3.88565564367485 0
11850 4.425 137.793595486642 -3.26264222339813 3.43342479929162 0
11900 4.45 137.713996210259 -3.30017828612948 3.41214576445819 0
11950 4.475 137.631312007774 -3.17812428580317 3.31014937121735 0
12000 4.5 137.550839512903 -3.21766686307301 3.30080738612783 0
12050 4.525 137.47033567887 -3.22059830265579 3.35716727093296 0
12100 4.55 137.392410666103 -3.01745578213851 3.15856465248899 0
12150 4.575 137.313582207514 -3.24789052916441 3.32900648279702 0
12200 4.6 137.230183401321 -3.35541182830358 3.43040588047071 0
12250 4.625 137.149602743442 -3.02933477013683 3.21513328516206 0
12300 4.65 137.077581349297 -2.74090512869321 2.9677785396758 0
12350 4.675 137.009237566825 -2.70013679271938 2.87210134264319 0
12400 4.7 136.94207522058 -2.69219697548466 2.77899855673355 0
12450 4.725 136.870153179471 -2.97044192256772 2.98647593468131 0
12500 4.75 136.801874355773 -2.52252880031056 2.63243992465516 0
12550 4.775 136.740604887067 -2.38878602848419 2.5290139584275 0
12600 4.8 136.684689165382 -2.13032715880246 2.29669530601023 0
12650 4.825 136.633201805768 -2.06882633234018 2.25820548401097 0
12700 4.85 136.578222217857 -2.30414742710544 2.38643862346932 0
12750 4.875 136.523031026106 -2.1770958008715 2.28203769616922 0
12800 4.9 136.468370827069 -2.13368746973695 2.33155376514498 0
12850 4.925 136.416322631861 -2.02686993001443 2.12134951330202 0
12900 4.95 136.367603855055 -1.85978989799595 1.95529951341206 0
12950 4.975 136.323168382143 -1.70230980160536 1.80408200522127 0
13000 5 136.280646720707 -1.64860061606418 1.6719800054958 0
13050 5.025 136.239964529616 -1.58135608699557 1.59968357182662 0
13100 5.05 136.198252190407 -1.74360947561118 1.77216244204849 0
13150 5.075 136.156397643092 -1.57139472338062 1.64142255681991 0
13200 5.1 136.114274851929 -1.79663402640326 1.83304292033805 0
13250 5.125 136.069737455083 -1.71147009101877 1.7995725440449 0
13300 5.15 136.028460597587 -1.6389633574801 1.82616923022957 0
13350 5.175 135.98913855508 -1.41113006712485 1.55737743871293 0
13400 5.2 135.956629634584 -1.24810756431356 1.37433963757885 0
13450 5.225 135.926195539485 -1.1426269807839 1.17724295597575 0
13500 5.25 135.900133272746 -1.00911634853287 1.13093491524818 0
13550 5.275 135.871769793899 -1.15807152136331 1.20396961162659 0
13600 5.3 135.846617829695 -0.967482995383738 1.04896390085731 0
13650 5.325 135.818482663212 -1.11887239198052 1.24428200190941 0
13700 5.35 135.790918151006 -0.949766983967211 1.34088672566188 0
13750 5.375 135.769605829386 -0.847481048397726 1.43432995793306 0
13800 5.4 135.749183403394 -0.864328980044209 1.49813773549282 0
13850 5.425 135.724679025062 -1.05939307984761 1.40480355700286 0
13900 5.45 135.697105516386 -1.00486828521656 1.21736491176613 0
13950 5.475 135.672516844404 -1.07608021196733 1.39664096067919 0
